stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code,vehicle_type
NSR:Quay:244,,Selsbakk stasjon,,63.389484,10.373054,,,0,NSR:StopPlace:155,2,,,100
NSR:Quay:486,,Gjerstad stasjon,,58.870026,9.023505,,,0,NSR:StopPlace:296,2,,2,100
NSR:Quay:245,,Selsbakk stasjon,,63.38944,10.37315,,,0,NSR:StopPlace:155,2,,1,100
NSR:Quay:487,,Hvalstad stasjon,,59.858875,10.461755,,,0,NSR:StopPlace:295,2,,1,100
NSR:Quay:246,,Lysaker stasjon,,59.913315,10.637235,,,0,NSR:StopPlace:157,2,,4,100
NSR:Quay:488,,Gjerstad stasjon,,58.869965,9.023484,,,0,NSR:StopPlace:296,2,,1,100
NSR:Quay:87055,,Bjerka stasjon,,66.149704,13.830988,,,0,NSR:StopPlace:51129,2,,,700
NSR:Quay:247,,Lysaker stasjon,,59.913403,10.637244,,,0,NSR:StopPlace:157,2,,3,100
NSR:Quay:489,,Neslandsvatn stasjon,,58.971252,9.156112,,,0,NSR:StopPlace:297,2,,1,100
NSR:Quay:237,,Skøyen stasjon,,59.922405,10.678784,,,0,NSR:StopPlace:152,2,,2,100
NSR:Quay:479,,Gullhella stasjon,,59.80694,10.436274,,,0,NSR:StopPlace:289,2,,1,100
NSR:Quay:66,,Hanaborg stasjon,,59.939037,10.965499,,,0,NSR:StopPlace:41,2,,2,100
NSR:Quay:1096,,Tolga stasjon,,62.408707,10.998126,,,0,NSR:StopPlace:663,2,,1,100
NSR:Quay:78580,,Bergsgrav,,63.77206,11.470773,,,0,NSR:StopPlace:45514,2,,,700
NSR:Quay:67,,Reimegrend stasjon,,60.678165,6.730939,,,0,NSR:StopPlace:42,2,,1,100
NSR:Quay:238,,Skøyen stasjon,,59.922325,10.678694,,,0,NSR:StopPlace:152,2,,3,100
NSR:Quay:68,,Reimegrend stasjon,,60.678093,6.730923,,,0,NSR:StopPlace:42,2,,2,100
NSR:Quay:239,,Skøyen stasjon,,59.922485,10.67888,,,0,NSR:StopPlace:152,2,,1,100
NSR:Quay:69,,Reimegrend,,60.678234,6.731537,,,0,NSR:StopPlace:43,2,,,700
NSR:Quay:62,,Ronglan stasjon,,63.66654,11.113105,,,0,NSR:StopPlace:38,2,,,100
NSR:Quay:53045,,Bergen busstasjon,,60.387596,5.334541,,,0,NSR:StopPlace:30810,2,,N,700
NSR:Quay:63,,Ronglan,,63.666348,11.113132,,,0,NSR:StopPlace:40,2,,,700
NSR:Quay:65,,Hanaborg stasjon,,59.93895,10.965462,,,0,NSR:StopPlace:41,2,,1,100
NSR:Quay:32583,,Stokke stasjon,,59.22124,10.300603,,,0,NSR:StopPlace:18613,2,,,700
NSR:Quay:61,,Ronglan stasjon,,63.666504,11.113252,,,0,NSR:StopPlace:38,2,,1,100
NSR:Quay:1093,,Sande stasjon,,59.585262,10.204726,,,0,NSR:StopPlace:662,2,,1,100
NSR:Quay:1095,,Tolga stasjon,,62.408745,10.998051,,,0,NSR:StopPlace:663,2,,2,100
NSR:Quay:77010,,Hegramo,,63.46384,11.115106,,,0,NSR:StopPlace:44738,2,,,700
NSR:Quay:1094,,Sande stasjon,,59.585278,10.204806,,,0,NSR:StopPlace:662,2,,2,100
NSR:Quay:490,,Neslandsvatn stasjon,,58.971237,9.156032,,,0,NSR:StopPlace:297,2,,2,100
NSR:Quay:250,,Lysaker stasjon,,59.913578,10.637259,,,0,NSR:StopPlace:157,2,,1,100
NSR:Quay:53027,,Bergen busstasjon,,60.38828,5.333346,,,0,NSR:StopPlace:30810,2,,H,700
NSR:Quay:251,,Hønefoss stasjon,,60.169376,10.24816,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:53026,,Bergen busstasjon,,60.387676,5.334859,,,0,NSR:StopPlace:30810,2,,L,700
NSR:Quay:252,,Hønefoss stasjon,,60.169407,10.248157,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:53268,,Bulken E16,,60.631374,6.278035,,,0,NSR:StopPlace:30940,2,,,700
NSR:Quay:53029,,Bergen busstasjon,,60.388554,5.334427,,,0,NSR:StopPlace:30810,2,,B,700
NSR:Quay:253,,Hønefoss stasjon,,60.169037,10.248874,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:495,,Høvik stasjon,,59.901176,10.582626,,,0,NSR:StopPlace:303,2,,1,100
NSR:Quay:53028,,Bergen busstasjon,,60.38879,5.332004,,,0,NSR:StopPlace:30810,2,,I,700
NSR:Quay:254,,Hønefoss stasjon,,60.168987,10.248871,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:496,,Høvik stasjon,,59.900967,10.582811,,,0,NSR:StopPlace:303,2,,2,100
NSR:Quay:255,,Hønefoss stasjon,,60.168926,10.248868,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:256,,Hønefoss stasjon,,60.169094,10.248871,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:498,,Høvik stasjon,,59.90112,10.582677,,,0,NSR:StopPlace:303,2,,,100
NSR:Quay:257,,Eidsvoll stasjon,,60.32991,11.247953,,,0,NSR:StopPlace:159,2,,1,100
NSR:Quay:258,,Hønefoss stasjon,,60.169155,10.248871,,,0,NSR:StopPlace:158,2,,5,100
NSR:Quay:32107,,Skoppum stasjon,,59.390285,10.410929,,,0,NSR:StopPlace:18353,2,,,700
NSR:Quay:53030,,Bergen busstasjon,,60.388588,5.333562,,,0,NSR:StopPlace:30810,2,,C,700
NSR:Quay:248,,Lysaker stasjon,,59.91351,10.637254,,,0,NSR:StopPlace:157,2,,2,100
NSR:Quay:10543,,Haugenstua stasjon,,59.95147,10.910823,,,0,NSR:StopPlace:5749,2,,,700
NSR:Quay:249,,Hønefoss stasjon,,60.16932,10.248184,,,0,NSR:StopPlace:158,2,,,100
NSR:Quay:53032,,Bergen busstasjon,,60.387962,5.334916,,,0,NSR:StopPlace:30810,2,,J,700
NSR:Quay:53031,,Bergen busstasjon,,60.388832,5.334079,,,0,NSR:StopPlace:30810,2,,A,700
NSR:Quay:58,,Rise stasjon,,58.46844,8.623712,,,0,NSR:StopPlace:35,2,,1,100
NSR:Quay:53034,,Bergen busstasjon,,60.38738,5.335183,,,0,NSR:StopPlace:30810,2,,M,700
NSR:Quay:51,,Gyland stasjon,,58.384205,6.837672,,,0,NSR:StopPlace:29,2,,2,100
NSR:Quay:53033,,Bergen busstasjon,,60.38742,5.335414,,,0,NSR:StopPlace:30810,2,,K,700
NSR:Quay:55698,,Trengereiddal ved kiosk,,60.424446,5.627224,,,0,NSR:StopPlace:32294,2,,,700
NSR:Quay:53,,Rognes stasjon,,63.004944,10.458432,,,0,NSR:StopPlace:31,2,,1,100
NSR:Quay:53035,,Bergen busstasjon,,60.38842,5.334103,,,0,NSR:StopPlace:30810,2,,D,700
NSR:Quay:1080,,Trondheim S,,63.43654,10.398684,,,0,NSR:StopPlace:659,2,,3,100
NSR:Quay:50,,Gyland stasjon,,58.384247,6.837656,,,0,NSR:StopPlace:29,2,,1,100
NSR:Quay:1082,,Trondheim S,,63.436684,10.398619,,,0,NSR:StopPlace:659,2,,5,100
NSR:Quay:1081,,Trondheim S,,63.436604,10.398655,,,0,NSR:StopPlace:659,2,,4,100
NSR:Quay:260,,Eidsvoll stasjon,,60.32992,11.248206,,,0,NSR:StopPlace:159,2,,3,100
NSR:Quay:261,,Eidsvoll stasjon,,60.329918,11.248125,,,0,NSR:StopPlace:159,2,,2,100
NSR:Quay:266,,Lønsdal stasjon,,66.742805,15.462747,,,0,NSR:StopPlace:161,2,,,100
NSR:Quay:48,,Rånåsfoss stasjon,,60.029457,11.328246,,,0,NSR:StopPlace:27,2,,1,100
NSR:Quay:267,,Lønsdal stasjon,,66.742775,15.462927,,,0,NSR:StopPlace:161,2,,1,100
NSR:Quay:269,,Lørenskog stasjon,,59.945164,10.944405,,,0,NSR:StopPlace:163,2,,2,100
NSR:Quay:259,,Hønefoss stasjon,,60.16934,10.248855,,,0,NSR:StopPlace:158,2,,1,100
NSR:Quay:44,,Dunderland stasjon,,66.44596,14.838179,,,0,NSR:StopPlace:25,2,,,100
NSR:Quay:1075,,Slitu,,59.566807,11.261373,,,0,NSR:StopPlace:657,2,,,700
NSR:Quay:45,,Dunderland stasjon,,66.44603,14.837966,,,0,NSR:StopPlace:25,2,,1,100
NSR:Quay:1077,,Snartemo stasjon,,58.33163,7.211519,,,0,NSR:StopPlace:658,2,,1,100
NSR:Quay:1076,,Snartemo stasjon,,58.331573,7.211536,,,0,NSR:StopPlace:658,2,,2,100
NSR:Quay:47,,Rånåsfoss stasjon,,60.029312,11.327744,,,0,NSR:StopPlace:27,2,,2,100
NSR:Quay:1079,,Trondheim S,,63.43646,10.398719,,,0,NSR:StopPlace:659,2,,2,100
NSR:Quay:53023,,Bergen busstasjon,,60.388134,5.333971,,,0,NSR:StopPlace:30810,2,,E,700
NSR:Quay:1078,,Trondheim S,,63.436386,10.398751,,,0,NSR:StopPlace:659,2,,1,100
NSR:Quay:41,,Rena stasjon,,61.134857,11.36971,,,0,NSR:StopPlace:23,2,,1,100
NSR:Quay:53022,,Bergen busstasjon,,60.3873,5.334883,,,0,NSR:StopPlace:30810,2,,O,700
NSR:Quay:42,,Rena stasjon,,61.134872,11.369541,,,0,NSR:StopPlace:23,2,,2,100
NSR:Quay:53025,,Bergen busstasjon,,60.388363,5.333538,,,0,NSR:StopPlace:30810,2,,F,700
NSR:Quay:53267,,Bulken E16,,60.63115,6.277064,,,0,NSR:StopPlace:30940,2,,,700
NSR:Quay:80431,,Snåsa stasjon,,64.24604,12.381517,,,0,NSR:StopPlace:46409,2,,,700
NSR:Quay:53024,,Bergen busstasjon,,60.38869,5.333038,,,0,NSR:StopPlace:30810,2,,G,700
NSR:Quay:80432,,Snåsa stasjon,,64.24578,12.380669,,,0,NSR:StopPlace:46409,2,,,700
NSR:Quay:1071,,Tønsberg stasjon,,59.27227,10.409335,,,0,NSR:StopPlace:653,2,,2,100
NSR:Quay:1070,,Tønsberg stasjon,,59.272305,10.409424,,,0,NSR:StopPlace:653,2,,3,100
NSR:Quay:1072,,Slitu stasjon,,59.566933,11.261982,,,0,NSR:StopPlace:654,2,,1,100
NSR:Quay:270,,Eidsvoll,,60.329872,11.2475,,,0,NSR:StopPlace:164,2,,,700
NSR:Quay:271,,Lørenskog stasjon,,59.945225,10.944475,,,0,NSR:StopPlace:163,2,,3,100
NSR:Quay:272,,Hønefoss,,60.169216,10.249783,,,0,NSR:StopPlace:165,2,,,700
NSR:Quay:273,,Lørenskog stasjon,,59.94491,10.945191,,,0,NSR:StopPlace:163,2,,1,100
NSR:Quay:274,,Eidsvoll Verk stasjon,,60.28786,11.169443,,,0,NSR:StopPlace:166,2,,1,100
NSR:Quay:275,,Eidsvoll Verk stasjon,,60.287823,11.169582,,,0,NSR:StopPlace:166,2,,2,100
NSR:Quay:276,,Haugenstua stasjon,,59.951603,10.908233,,,0,NSR:StopPlace:167,2,,2,100
NSR:Quay:38,,Drammen,ved Johan Jørgen Schwartz plass,59.739937,10.204325,,,0,NSR:StopPlace:21,2,,,700
NSR:Quay:278,,Haugenstua stasjon,,59.95152,10.908155,,,0,NSR:StopPlace:167,2,,1,100
NSR:Quay:279,,Løten stasjon,,60.81868,11.342367,,,0,NSR:StopPlace:169,2,,2,100
NSR:Quay:39,,Reitan stasjon,,62.80752,11.379191,,,0,NSR:StopPlace:20,2,,1,100
NSR:Quay:33,,Ringebu stasjon,,61.5291,10.139008,,,0,NSR:StopPlace:17,2,,2,100
NSR:Quay:1063,,Slependen stasjon,,59.88562,10.50267,,,0,NSR:StopPlace:648,2,,1,100
NSR:Quay:34,,Gulskogen stasjon,,59.743675,10.160213,,,0,NSR:StopPlace:18,2,,3,100
NSR:Quay:35,,Gulskogen stasjon,,59.743748,10.160229,,,0,NSR:StopPlace:18,2,,2,100
NSR:Quay:28076,,Lier stasjon,,59.7624,10.2893,,,0,NSR:StopPlace:16145,2,,,700
NSR:Quay:36,,Gulskogen stasjon,,59.743828,10.160248,,,0,NSR:StopPlace:18,2,,1,100
NSR:Quay:1067,,Dovre stasjon,,61.984486,9.257088,,,0,NSR:StopPlace:652,2,,1,100
NSR:Quay:28077,,Lier stasjon,,59.7624,10.2891,,,0,NSR:StopPlace:16145,2,,,700
NSR:Quay:32,,Ringebu stasjon,,61.52917,10.139035,,,0,NSR:StopPlace:17,2,,1,100
NSR:Quay:1069,,Tønsberg stasjon,,59.272224,10.409188,,,0,NSR:StopPlace:653,2,,1,100
NSR:Quay:1062,,Tangen,,60.615887,11.270581,,,0,NSR:StopPlace:649,2,,,700
NSR:Quay:1061,,Slependen stasjon,,59.885635,10.502816,,,0,NSR:StopPlace:648,2,,2,100
NSR:Quay:280,,Løten stasjon,,60.818707,11.342306,,,0,NSR:StopPlace:169,2,,1,100
NSR:Quay:283,,Eidsvoll Verk,,60.287315,11.169389,,,0,NSR:StopPlace:172,2,,,700
NSR:Quay:284,,Majavatn stasjon,,65.16439,13.367647,,,0,NSR:StopPlace:173,2,,1,100
NSR:Quay:285,,Majavatn stasjon,,65.1644,13.367577,,,0,NSR:StopPlace:173,2,,2,100
NSR:Quay:288,,Hjerkinn stasjon,,62.22002,9.540997,,,0,NSR:StopPlace:175,2,,1,100
NSR:Quay:289,,Fauske stasjon,,67.264404,15.399058,,,0,NSR:StopPlace:176,2,,2,100
NSR:Quay:1053,,Dombås stasjon,,62.069244,9.125924,,,0,NSR:StopPlace:645,2,,10,100
NSR:Quay:1055,,Tangen stasjon,,60.616104,11.269682,,,0,NSR:StopPlace:646,2,,1,100
NSR:Quay:1054,,Dombås stasjon,,62.068573,9.125902,,,0,NSR:StopPlace:645,2,,2,100
NSR:Quay:1057,,Tangen stasjon,,60.61613,11.26987,,,0,NSR:StopPlace:646,2,,2,100
NSR:Quay:1056,,Dombås stasjon,,62.06856,9.126061,,,0,NSR:StopPlace:645,2,,,100
NSR:Quay:1059,,Dombås stasjon,,62.068596,9.125728,,,0,NSR:StopPlace:645,2,,1,100
NSR:Quay:1058,,Dombås stasjon,,62.068546,9.126152,,,0,NSR:StopPlace:645,2,,,100
NSR:Quay:77211,,Skatval stasjon,,63.509026,10.826761,,,0,NSR:StopPlace:44835,2,,,700
NSR:Quay:77210,,Skatval stasjon,,63.509113,10.826485,,,0,NSR:StopPlace:44835,2,,,700
NSR:Quay:290,,Fauske stasjon,,67.26434,15.398885,,,0,NSR:StopPlace:176,2,,1,100
NSR:Quay:291,,Fauske stasjon,,67.26449,15.399254,,,0,NSR:StopPlace:176,2,,,100
NSR:Quay:292,,Fauske stasjon,,67.26451,15.399356,,,0,NSR:StopPlace:176,2,,,100
NSR:Quay:293,,Marnardal stasjon,,58.212963,7.51235,,,0,NSR:StopPlace:177,2,,1,100
NSR:Quay:294,,Marnardal stasjon,,58.212955,7.512227,,,0,NSR:StopPlace:177,2,,2,100
NSR:Quay:1049,,Kongsvoll stasjon,,62.30717,9.605787,,,0,NSR:StopPlace:641,2,,,100
NSR:Quay:297,,Meråker stasjon,,63.422756,11.760273,,,0,NSR:StopPlace:180,2,,1,100
NSR:Quay:299,,Meråker stasjon,,63.422375,11.759869,,,0,NSR:StopPlace:181,2,,,700
NSR:Quay:99,,Rosenholm,,59.823627,10.796493,,,0,NSR:StopPlace:62,2,,,700
NSR:Quay:1041,,Søberg stasjon,,63.26239,10.289112,,,0,NSR:StopPlace:636,2,,1,100
NSR:Quay:1044,,Dale stasjon,,60.586254,5.816115,,,0,NSR:StopPlace:639,2,,2,100
NSR:Quay:1043,,Dale stasjon,,60.586285,5.816032,,,0,NSR:StopPlace:639,2,,1,100
NSR:Quay:1046,,Sørumsand stasjon,,59.985794,11.240666,,,0,NSR:StopPlace:640,2,,,100
NSR:Quay:95,,Rosenholm stasjon,,59.82362,10.797949,,,0,NSR:StopPlace:60,2,,2,100
NSR:Quay:80621,,Røra stasjon,,63.856987,11.401259,,,0,NSR:StopPlace:46504,2,,,700
NSR:Quay:1045,,Sørumsand stasjon,,59.985847,11.240635,,,0,NSR:StopPlace:640,2,,1,100
NSR:Quay:1048,,Kongsvoll stasjon,,62.307095,9.605802,,,0,NSR:StopPlace:641,2,,1,100
NSR:Quay:1047,,Sørumsand stasjon,,59.98577,11.241194,,,0,NSR:StopPlace:640,2,,3,100
NSR:Quay:91,,Rotvoll stasjon,,63.436634,10.480708,,,0,NSR:StopPlace:57,2,,1,100
NSR:Quay:80622,,Røra stasjon,,63.85698,11.400884,,,0,NSR:StopPlace:46504,2,,,700
NSR:Quay:93,,Røstad,,63.752983,11.318917,,,0,NSR:StopPlace:59,2,,,700
NSR:Quay:94,,Rosenholm stasjon,,59.823627,10.797766,,,0,NSR:StopPlace:60,2,,1,100
NSR:Quay:1040,,Søberg stasjon,,63.262383,10.289257,,,0,NSR:StopPlace:636,2,,2,100
NSR:Quay:90,,Haga stasjon,,60.053932,11.375407,,,0,NSR:StopPlace:56,2,,,700
NSR:Quay:1039,,Degerfors,,59.2292,14.440879,,,0,NSR:StopPlace:637,2,,,700
NSR:Quay:1038,,Kongsvinger stasjon,,60.187607,12.003685,,,0,NSR:StopPlace:635,2,,1,100
NSR:Quay:88,,Røstad stasjon,,63.752968,11.319126,,,0,NSR:StopPlace:54,2,,1,100
NSR:Quay:1030,,Darbu,,59.701946,9.800688,,,0,NSR:StopPlace:631,2,,,700
NSR:Quay:84,,Haga stasjon,,60.054,11.373416,,,0,NSR:StopPlace:51,2,,2,100
NSR:Quay:1034,,Kongsvinger stasjon,,60.18769,12.003669,,,0,NSR:StopPlace:635,2,,2,100
NSR:Quay:86,,Røros stasjon,,62.574585,11.379022,,,0,NSR:StopPlace:53,2,,1,100
NSR:Quay:1037,,Kongsvinger stasjon,,60.18773,12.003666,,,0,NSR:StopPlace:635,2,,4,100
NSR:Quay:87,,Røros stasjon,,62.57454,11.379004,,,0,NSR:StopPlace:53,2,,2,100
NSR:Quay:80,,Drevvatn,,66.07134,13.455433,,,0,NSR:StopPlace:50,2,,,700
NSR:Quay:81,,Rognan stasjon,,67.0933,15.398624,,,0,NSR:StopPlace:49,2,,,100
NSR:Quay:82,,Rognan stasjon,,67.09335,15.398553,,,0,NSR:StopPlace:49,2,,1,100
NSR:Quay:83,,Haga stasjon,,60.05396,11.373484,,,0,NSR:StopPlace:51,2,,1,100
NSR:Quay:46532,,Moi stasjon,,58.45791,6.551521,,,0,NSR:StopPlace:26970,2,,,700
NSR:Quay:1027,,Kvam stasjon,,61.66479,9.701245,,,0,NSR:StopPlace:629,2,,1,100
NSR:Quay:1020,,Sirevåg stasjon,,58.50263,5.807473,,,0,NSR:StopPlace:624,2,,1,100
NSR:Quay:1022,,Karlstad Centralstation,,59.37809,13.498987,,,0,NSR:StopPlace:626,2,,,700
NSR:Quay:1024,,Darbu stasjon,,59.701717,9.800086,,,0,NSR:StopPlace:628,2,,2,100
NSR:Quay:1025,,Darbu stasjon,,59.70169,9.800137,,,0,NSR:StopPlace:628,2,,1,100
NSR:Quay:78578,,Bergsgrav,,63.77169,11.469078,,,0,NSR:StopPlace:45514,2,,,700
NSR:Quay:70,,Drevvatn stasjon,,66.07116,13.455723,,,0,NSR:StopPlace:44,2,,2,100
NSR:Quay:71,,Drevvatn stasjon,,66.07118,13.455674,,,0,NSR:StopPlace:44,2,,1,100
NSR:Quay:880,,Brakerøya stasjon,,59.743855,10.233041,,,0,NSR:StopPlace:536,2,,1,100
NSR:Quay:640,,Alna stasjon,,59.932404,10.835344,,,0,NSR:StopPlace:385,2,,1,100
NSR:Quay:641,,Alna stasjon,,59.932438,10.835194,,,0,NSR:StopPlace:385,2,,2,100
NSR:Quay:400,,Hokksund stasjon,,59.767193,9.910528,,,0,NSR:StopPlace:245,2,,2,100
NSR:Quay:642,,Lindeberg,,60.03975,11.127976,,,0,NSR:StopPlace:386,2,,,700
NSR:Quay:401,,Hokksund stasjon,,59.767174,9.910463,,,0,NSR:StopPlace:245,2,,3,100
NSR:Quay:633,,Arendal stasjon,,58.465134,8.769379,,,0,NSR:StopPlace:380,2,,1,100
NSR:Quay:634,,Lindeberg stasjon,,60.03947,11.128128,,,0,NSR:StopPlace:382,2,,1,100
NSR:Quay:876,,Bryn,,59.908627,10.818226,,,0,NSR:StopPlace:533,2,,,700
NSR:Quay:635,,Lindeberg stasjon,,60.039444,11.128284,,,0,NSR:StopPlace:382,2,,2,100
NSR:Quay:879,,Brakerøya stasjon,,59.743824,10.233122,,,0,NSR:StopPlace:536,2,,2,100
NSR:Quay:638,,Vestby stasjon,,59.60384,10.748561,,,0,NSR:StopPlace:384,2,,1,100
NSR:Quay:639,,Vestby stasjon,,59.603783,10.748703,,,0,NSR:StopPlace:384,2,,2,100
NSR:Quay:6144,,Heggedal stasjon,,59.787426,10.43265,,,0,NSR:StopPlace:3463,2,,,700
NSR:Quay:6143,,Heggedal stasjon,,59.78718,10.43228,,,0,NSR:StopPlace:3463,2,,,700
NSR:Quay:102393,,Lillestrøm bussterminal,,59.954453,11.042322,,,0,NSR:StopPlace:4489,2,,20,700
NSR:Quay:102394,,Lillestrøm bussterminal,,59.954308,11.043132,,,0,NSR:StopPlace:4489,2,,19,700
NSR:Quay:72888,,Melhus skysstasjon,,63.28467,10.278187,,,0,NSR:StopPlace:42547,2,,,700
NSR:Quay:102391,,Sørumsand stasjon,,59.986073,11.239593,,,0,NSR:StopPlace:4091,2,,,700
NSR:Quay:102392,,Sørumsand stasjon,,59.986015,11.239657,,,0,NSR:StopPlace:4091,2,,,700
NSR:Quay:102390,,Sørumsand stasjon,,59.98466,11.241701,,,0,NSR:StopPlace:4091,2,,,700
NSR:Quay:890,,Brumunddal stasjon,,60.880527,10.937426,,,0,NSR:StopPlace:542,2,,1,100
NSR:Quay:891,,Brumunddal stasjon,,60.88047,10.937268,,,0,NSR:StopPlace:542,2,,2,100
NSR:Quay:650,,Alvdal stasjon,,62.109444,10.632059,,,0,NSR:StopPlace:392,2,,1,100
NSR:Quay:101069,,Vikersund stasjon,,59.969486,9.997958,,,0,NSR:StopPlace:429,2,,5,100
NSR:Quay:892,,Klepp stasjon,,58.771675,5.677882,,,0,NSR:StopPlace:543,2,,1,100
NSR:Quay:651,,Leangen stasjon,,63.437584,10.461683,,,0,NSR:StopPlace:393,2,,2,100
NSR:Quay:893,,Klepp stasjon,,58.771637,5.678017,,,0,NSR:StopPlace:543,2,,2,100
NSR:Quay:652,,Leangen stasjon,,63.437637,10.461747,,,0,NSR:StopPlace:393,2,,,100
NSR:Quay:72889,,Melhus skysstasjon,,63.284794,10.277853,,,0,NSR:StopPlace:42547,2,,,700
NSR:Quay:410,,Nelaug stasjon,,58.657234,8.630418,,,0,NSR:StopPlace:250,2,,,100
NSR:Quay:894,,Klepp stasjon,,58.771626,5.67807,,,0,NSR:StopPlace:543,2,,3,100
NSR:Quay:411,,Nelaug stasjon,,58.65741,8.630696,,,0,NSR:StopPlace:250,2,,1,100
NSR:Quay:654,,Leangen stasjon,,63.43752,10.461575,,,0,NSR:StopPlace:393,2,,1,100
NSR:Quay:412,,Nelaug stasjon,,58.657322,8.630557,,,0,NSR:StopPlace:250,2,,3,100
NSR:Quay:896,,Brumunddal,,60.880653,10.938603,,,0,NSR:StopPlace:545,2,,,700
NSR:Quay:644,,Lilleby stasjon,,63.439907,10.43238,,,0,NSR:StopPlace:388,2,,1,100
NSR:Quay:402,,Hokksund stasjon,,59.76724,9.910672,,,0,NSR:StopPlace:245,2,,1,100
NSR:Quay:886,,Årnes stasjon,,60.123695,11.464829,,,0,NSR:StopPlace:540,2,,1,100
NSR:Quay:8558,,Sonsveien stasjon,,59.5148,10.726567,,,0,NSR:StopPlace:4728,2,,,700
NSR:Quay:82442,,Dunderland stasjon,,66.44602,14.837588,,,0,NSR:StopPlace:47788,2,,,700
NSR:Quay:887,,Årnes stasjon,,60.12353,11.464805,,,0,NSR:StopPlace:540,2,,4,100
NSR:Quay:646,,Lilleby stasjon,,63.439884,10.432905,,,0,NSR:StopPlace:391,2,,,700
NSR:Quay:404,,Nodeland stasjon,,58.156937,7.835274,,,0,NSR:StopPlace:246,2,,1,100
NSR:Quay:888,,Årnes stasjon,,60.123714,11.464732,,,0,NSR:StopPlace:540,2,,,100
NSR:Quay:647,,Verdal stasjon,,63.791,11.484227,,,0,NSR:StopPlace:390,2,,2,100
NSR:Quay:405,,Nodeland stasjon,,58.15699,7.835427,,,0,NSR:StopPlace:246,2,,2,100
NSR:Quay:889,,Årnes stasjon,,60.123734,11.464604,,,0,NSR:StopPlace:540,2,,,100
NSR:Quay:648,,Verdal stasjon,,63.791004,11.48435,,,0,NSR:StopPlace:390,2,,1,100
NSR:Quay:406,,Froland stasjon,,58.529427,8.65437,,,0,NSR:StopPlace:247,2,,1,100
NSR:Quay:649,,Alvdal stasjon,,62.108757,10.633336,,,0,NSR:StopPlace:392,2,,2,100
NSR:Quay:409,,Nelaug stasjon,,58.65728,8.630488,,,0,NSR:StopPlace:250,2,,4,100
NSR:Quay:660,,Arna stasjon,,60.419945,5.465376,,,0,NSR:StopPlace:398,2,,3,100
NSR:Quay:661,,Arna stasjon,,60.420345,5.466369,,,0,NSR:StopPlace:398,2,,5,100
NSR:Quay:662,,Arna stasjon,,60.42028,5.466444,,,0,NSR:StopPlace:398,2,,4,100
NSR:Quay:420,,Nerdrum,,59.923096,11.141681,,,0,NSR:StopPlace:256,2,,,700
NSR:Quay:664,,Ler stasjon,,63.19778,10.298017,,,0,NSR:StopPlace:400,2,,1,100
NSR:Quay:422,,Frogner,,60.023552,11.105205,,,0,NSR:StopPlace:258,2,,,700
NSR:Quay:665,,Ler stasjon,,63.19778,10.297912,,,0,NSR:StopPlace:400,2,,,100
NSR:Quay:7,,Otta stasjon,,61.77234,9.537337,,,0,NSR:StopPlace:4,2,,,100
NSR:Quay:6,,Drangedal stasjon,,59.09621,9.064381,,,0,NSR:StopPlace:1,2,,1,100
NSR:Quay:414,,Nelaug stasjon,,58.657337,8.630584,,,0,NSR:StopPlace:250,2,,2,100
NSR:Quay:656,,Vevelstad stasjon,,59.755684,10.837924,,,0,NSR:StopPlace:396,2,,2,100
NSR:Quay:898,,Ås stasjon,,59.66327,10.794491,,,0,NSR:StopPlace:547,2,,1,100
NSR:Quay:9,,Otta stasjon,,61.77235,9.53745,,,0,NSR:StopPlace:4,2,,,100
NSR:Quay:899,,Bergen stasjon,,60.390125,5.333626,,,0,NSR:StopPlace:548,2,,2,100
NSR:Quay:657,,Vevelstad stasjon,,59.756413,10.837264,,,0,NSR:StopPlace:396,2,,1,100
NSR:Quay:658,,Leangen stasjon,,63.436584,10.464478,,,0,NSR:StopPlace:397,2,,,700
NSR:Quay:8,,Drangedal stasjon,,59.09618,9.064469,,,0,NSR:StopPlace:1,2,,2,100
NSR:Quay:416,,Hegra stasjon,,63.461056,11.10377,,,0,NSR:StopPlace:253,2,,1,100
NSR:Quay:659,,Arna stasjon,,60.42031,5.467042,,,0,NSR:StopPlace:398,2,,2,100
NSR:Quay:417,,Nerdrum stasjon,,59.92277,11.141432,,,0,NSR:StopPlace:254,2,,1,100
NSR:Quay:418,,Frogner stasjon,,60.022877,11.103141,,,0,NSR:StopPlace:255,2,,1,100
NSR:Quay:59642,,Flåm stasjon,,60.863503,7.113967,,,0,NSR:StopPlace:34434,2,,,700
NSR:Quay:100192,,Åmotfors,,59.76884,12.36729,,,0,NSR:StopPlace:562,2,,,700
NSR:Quay:71578,,Hommelvik stasjon,,63.41143,10.794853,,,0,NSR:StopPlace:41831,2,,,700
NSR:Quay:100194,,Edane,,59.627136,12.82984,,,0,NSR:StopPlace:131,2,,,700
